Time	Pyranometer 1-1	Pyranometer 1-2	Pyranometer 1-3	Pyranometer 1-4	Pyranometer 2-1	Pyranometer 2-2	Pyranometer 2-3	Pyranometer 2-4	Pyranometer 3-1	Pyranometer 3-2	Pyranometer 3-3	Pyranometer 3-4	Pyranometer 3-5	Pyranometer 3-6	Pyranometer 3-7	Pyranometer 3-8	spare	spare	ADAM2 CH5	ADAM2 CH6	ADAM2 CH7	ADAM2 CH8	Spare	Spare	Spare	Spare	Spare	Spare	Spare	Spare	Spare	Spare	Spare	Spare	Spare	Spare	Spare	Spare	Spare
10:58:17	340.045	-1236.572	-1313.533	-399.979	-500.000	-500.000	0.000	0.000	9999.000	9999.000	9999.000	9999.000	9999.000	9999.000	9999.000	9999.000	340.045	0.000	0.000	999.000	999.000	999.000	0.000	0.000
10:58:17	340.344	-1713.902	-1824.981	-399.979	-500.000	-500.000	0.000	0.000	9999.000	9999.000	9999.000	9999.000	9999.000	9999.000	9999.000	9999.000	340.344	0.000	0.000	999.000	999.000	999.000	0.000	0.000
10:58:18	340.586	-2182.162	-2331.503	-399.977	-500.000	-500.000	0.000	0.000	9999.000	9999.000	9999.000	9999.000	9999.000	9999.000	9999.000	9999.000	340.586	0.000	0.000	999.000	999.000	999.000	0.000	0.000
10:58:18	340.884	-2654.615	-2841.893	-399.975	-500.000	-500.000	0.000	0.000	9999.000	9999.000	9999.000	9999.000	9999.000	9999.000	9999.000	9999.000	340.884	0.000	0.000	999.000	999.000	999.000	0.000	0.000
10:58:19	338.198	-3129.846	-3368.745	-399.975	-500.000	-500.000	0.000	0.000	9999.000	9999.000	9999.000	9999.000	9999.000	9999.000	9999.000	9999.000	338.198	0.000	0.000	999.000	999.000	999.000	0.000	0.000
10:58:20	334.370	-3600.098	-3890.204	-399.971	-500.000	-500.000	0.000	0.000	9999.000	9999.000	9999.000	9999.000	9999.000	9999.000	9999.000	9999.000	334.370	0.000	0.000	999.000	999.000	999.000	0.000	0.000
10:58:21	344.468	-4069.475	-4410.745	-399.983	-500.000	-500.000	0.000	0.000	9999.000	9999.000	9999.000	9999.000	9999.000	9999.000	9999.000	9999.000	344.468	0.000	0.000	999.000	999.000	999.000	0.000	0.000
10:58:22	348.894	-4534.016	-4927.773	-399.978	-500.000	-500.000	0.000	0.000	9999.000	9999.000	9999.000	9999.000	9999.000	9999.000	9999.000	9999.000	348.894	0.000	0.000	999.000	999.000	999.000	0.000	0.000
10:58:23	348.773	-4995.671	-5444.202	-399.982	-500.000	-500.000	0.000	0.000	9999.000	9999.000	9999.000	9999.000	9999.000	9999.000	9999.000	9999.000	348.773	0.000	0.000	999.000	999.000	999.000	0.000	0.000
10:58:24	346.823	-5456.621	-5956.778	-399.971	-500.000	-500.000	0.000	0.000	9999.000	9999.000	9999.000	9999.000	9999.000	9999.000	9999.000	9999.000	346.823	0.000	0.000	999.000	999.000	999.000	0.000	0.000
10:58:25	344.238	-5914.999	-6468.645	-399.977	-500.000	-500.000	0.000	0.000	9999.000	9999.000	9999.000	9999.000	9999.000	9999.000	9999.000	9999.000	344.238	0.000	0.000	999.000	999.000	999.000	0.000	0.000
10:58:26	341.593	-6369.972	-6977.251	-399.982	-500.000	-500.000	0.000	0.000	9999.000	9999.000	9999.000	9999.000	9999.000	9999.000	9999.000	9999.000	341.593	0.000	0.000	999.000	999.000	999.000	0.000	0.000
10:58:27	339.195	-6821.659	-7483.166	-399.970	-500.000	-500.000	0.000	0.000	9999.000	9999.000	9999.000	9999.000	9999.000	9999.000	9999.000	9999.000	339.195	0.000	0.000	999.000	999.000	999.000	0.000	0.000
10:58:28	337.767	-7272.996	-7987.884	-399.969	-500.000	-500.000	0.000	0.000	9999.000	9999.000	9999.000	9999.000	9999.000	9999.000	9999.000	9999.000	337.767	0.000	0.000	999.000	999.000	999.000	0.000	0.000
10:58:29	335.065	-7722.059	-8489.975	-399.976	-500.000	-500.000	0.000	0.000	9999.000	9999.000	9999.000	9999.000	9999.000	9999.000	9999.000	9999.000	335.065	0.000	0.000	999.000	999.000	999.000	0.000	0.000
10:58:30	333.994	-8168.987	-8991.056	-399.976	-500.000	-500.000	0.000	0.000	9999.000	9999.000	9999.000	9999.000	9999.000	9999.000	9999.000	9999.000	333.994	0.000	0.000	999.000	999.000	999.000	0.000	0.000
10:58:31	333.866	-8616.212	-9491.294	-399.978	-500.000	-500.000	0.000	0.000	9999.000	9999.000	9999.000	9999.000	9999.000	9999.000	9999.000	9999.000	333.866	0.000	0.000	999.000	999.000	999.000	0.000	0.000
10:58:32	334.131	-9061.030	-9988.488	-399.970	-500.000	-500.000	0.000	0.000	9999.000	9999.000	9999.000	9999.000	9999.000	9999.000	9999.000	9999.000	334.131	0.000	0.000	999.000	999.000	999.000	0.000	0.000
10:58:33	336.003	-9504.676	-10483.292	-399.976	-500.000	-500.000	0.000	0.000	9999.000	9999.000	9999.000	9999.000	9999.000	9999.000	9999.000	9999.000	336.003	0.000	0.000	999.000	999.000	999.000	0.000	0.000
10:58:34	338.749	-9947.429	-10976.746	-399.974	-500.000	-500.000	0.000	0.000	9999.000	9999.000	9999.000	9999.000	9999.000	9999.000	9999.000	9999.000	338.749	0.000	0.000	999.000	999.000	999.000	0.000	0.000
10:58:35	339.425	-10387.433	-11469.603	-399.983	-500.000	-500.000	0.000	0.000	9999.000	9999.000	9999.000	9999.000	9999.000	9999.000	9999.000	9999.000	339.425	0.000	0.000	999.000	999.000	999.000	0.000	0.000
10:58:36	340.995	-10824.732	-11958.952	-399.978	-500.000	-500.000	0.000	0.000	9999.000	9999.000	9999.000	9999.000	9999.000	9999.000	9999.000	9999.000	340.995	0.000	0.000	999.000	999.000	999.000	0.000	0.000
10:58:37	339.885	-11259.511	-12445.550	-399.976	-500.000	-500.000	0.000	0.000	9999.000	9999.000	9999.000	9999.000	9999.000	9999.000	9999.000	9999.000	339.885	0.000	0.000	999.000	999.000	999.000	0.000	0.000
10:58:38	339.742	-11692.199	-12931.582	-399.977	-500.000	-500.000	0.000	0.000	9999.000	9999.000	9999.000	9999.000	9999.000	9999.000	9999.000	9999.000	339.742	0.000	0.000	999.000	999.000	999.000	0.000	0.000
10:58:39	337.113	-12122.594	-13414.556	-399.976	-500.000	-500.000	0.000	0.000	9999.000	9999.000	9999.000	9999.000	9999.000	9999.000	9999.000	9999.000	337.113	0.000	0.000	999.000	999.000	999.000	0.000	0.000
10:58:40	333.894	-12550.833	-13792.136	-399.981	-500.000	-500.000	0.000	0.000	9999.000	9999.000	9999.000	9999.000	9999.000	9999.000	9999.000	9999.000	333.894	0.000	0.000	999.000	999.000	999.000	0.000	0.000
10:58:41	322.065	-12977.278	-13792.136	-399.972	-500.000	-500.000	0.000	0.000	9999.000	9999.000	9999.000	9999.000	9999.000	9999.000	9999.000	9999.000	322.065	0.000	0.000	999.000	999.000	999.000	0.000	0.000
10:58:42	313.955	-13401.668	-13792.136	-399.975	-500.000	-500.000	0.000	0.000	9999.000	9999.000	9999.000	9999.000	9999.000	9999.000	9999.000	9999.000	313.955	0.000	0.000	999.000	999.000	999.000	0.000	0.000
10:58:43	315.458	-13721.186	-13792.136	-399.973	-500.000	-500.000	0.000	0.000	9999.000	9999.000	9999.000	9999.000	9999.000	9999.000	9999.000	9999.000	315.458	0.000	0.000	999.000	999.000	999.000	0.000	0.000
10:58:44	320.847	-13721.186	-13792.136	-399.978	-500.000	-500.000	0.000	0.000	9999.000	9999.000	9999.000	9999.000	9999.000	9999.000	9999.000	9999.000	320.847	0.000	0.000	999.000	999.000	999.000	0.000	0.000
10:58:45	335.869	-13721.186	-13792.136	-399.969	-500.000	-500.000	0.000	0.000	9999.000	9999.000	9999.000	9999.000	9999.000	9999.000	9999.000	9999.000	335.869	0.000	0.000	999.000	999.000	999.000	0.000	0.000
10:58:46	345.336	-13721.186	-13792.136	-399.978	-500.000	-500.000	0.000	0.000	9999.000	9999.000	9999.000	9999.000	9999.000	9999.000	9999.000	9999.000	345.336	0.000	0.000	999.000	999.000	999.000	0.000	0.000
10:58:47	348.158	-13721.186	-13792.136	-399.975	-500.000	-500.000	0.000	0.000	9999.000	9999.000	9999.000	9999.000	9999.000	9999.000	9999.000	9999.000	348.158	0.000	0.000	999.000	999.000	999.000	0.000	0.000
10:58:48	347.111	-13721.186	-13792.136	-399.968	-500.000	-500.000	0.000	0.000	9999.000	9999.000	9999.000	9999.000	9999.000	9999.000	9999.000	9999.000	347.111	0.000	0.000	999.000	999.000	999.000	0.000	0.000
10:58:49	344.643	-13721.186	-13792.136	-399.979	-500.000	-500.000	0.000	0.000	9999.000	9999.000	9999.000	9999.000	9999.000	9999.000	9999.000	9999.000	344.643	0.000	0.000	999.000	999.000	999.000	0.000	0.000
10:58:50	342.956	-13721.186	-13792.136	-399.971	-500.000	-500.000	0.000	0.000	9999.000	9999.000	9999.000	9999.000	9999.000	9999.000	9999.000	9999.000	342.956	0.000	0.000	999.000	999.000	999.000	0.000	0.000
10:58:51	342.374	-13721.186	-13792.136	-399.975	-500.000	-500.000	0.000	0.000	9999.000	9999.000	9999.000	9999.000	9999.000	9999.000	9999.000	9999.000	342.374	0.000	0.000	999.000	999.000	999.000	0.000	0.000
10:58:52	340.922	-13721.186	-13792.136	-399.972	-500.000	-500.000	0.000	0.000	9999.000	9999.000	9999.000	9999.000	9999.000	9999.000	9999.000	9999.000	340.922	0.000	0.000	999.000	999.000	999.000	0.000	0.000
10:58:53	339.829	-13721.186	-13792.136	-399.982	-500.000	-500.000	0.000	0.000	9999.000	9999.000	9999.000	9999.000	9999.000	9999.000	9999.000	9999.000	339.829	0.000	0.000	999.000	999.000	999.000	0.000	0.000
10:58:54	338.328	-13721.186	-13792.136	-399.974	-500.000	-500.000	0.000	0.000	9999.000	9999.000	9999.000	9999.000	9999.000	9999.000	9999.000	9999.000	338.328	0.000	0.000	999.000	999.000	999.000	0.000	0.000
10:58:55	335.914	-13721.186	-13792.136	-399.971	-500.000	-500.000	0.000	0.000	9999.000	9999.000	9999.000	9999.000	9999.000	9999.000	9999.000	9999.000	335.914	0.000	0.000	999.000	999.000	999.000	0.000	0.000
10:58:56	335.539	-13721.186	-13792.136	-399.982	-500.000	-500.000	0.000	0.000	9999.000	9999.000	9999.000	9999.000	9999.000	9999.000	9999.000	9999.000	335.539	0.000	0.000	999.000	999.000	999.000	0.000	0.000
10:58:57	334.615	-13721.186	-13792.136	-399.979	-500.000	-500.000	0.000	0.000	9999.000	9999.000	9999.000	9999.000	9999.000	9999.000	9999.000	9999.000	334.615	0.000	0.000	999.000	999.000	999.000	0.000	0.000
10:58:58	334.506	-13721.186	-13792.136	-399.974	-500.000	-500.000	0.000	0.000	9999.000	9999.000	9999.000	9999.000	9999.000	9999.000	9999.000	9999.000	334.506	0.000	0.000	999.000	999.000	999.000	0.000	0.000
10:58:59	334.411	-13721.186	-13792.136	-399.971	-500.000	-500.000	0.000	0.000	9999.000	9999.000	9999.000	9999.000	9999.000	9999.000	9999.000	9999.000	334.411	0.000	0.000	999.000	999.000	999.000	0.000	0.000
10:59:00	333.066	-13721.186	-13792.136	-399.975	-500.000	-500.000	0.000	0.000	9999.000	9999.000	9999.000	9999.000	9999.000	9999.000	9999.000	9999.000	333.066	0.000	0.000	999.000	999.000	999.000	0.000	0.000
10:59:01	341.917	-13721.186	-13792.136	-399.980	-500.000	-500.000	0.000	0.000	9999.000	9999.000	9999.000	9999.000	9999.000	9999.000	9999.000	9999.000	341.917	0.000	0.000	999.000	999.000	999.000	0.000	0.000
10:59:02	344.974	-13721.186	-13792.136	-399.970	-500.000	-500.000	0.000	0.000	9999.000	9999.000	9999.000	9999.000	9999.000	9999.000	9999.000	9999.000	344.974	0.000	0.000	999.000	999.000	999.000	0.000	0.000
10:59:03	345.042	-13721.186	-13792.136	-399.970	-500.000	-500.000	0.000	0.000	9999.000	9999.000	9999.000	9999.000	9999.000	9999.000	9999.000	9999.000	345.042	0.000	0.000	999.000	999.000	999.000	0.000	0.000
10:59:04	344.680	-13721.186	-13792.136	-399.972	-500.000	-500.000	0.000	0.000	9999.000	9999.000	9999.000	9999.000	9999.000	9999.000	9999.000	9999.000	344.680	0.000	0.000	999.000	999.000	999.000	0.000	0.000
10:59:05	342.886	-13721.186	-13792.136	-399.979	-500.000	-500.000	0.000	0.000	9999.000	9999.000	9999.000	9999.000	9999.000	9999.000	9999.000	9999.000	342.886	0.000	0.000	999.000	999.000	999.000	0.000	0.000
10:59:06	339.742	-13721.186	-13792.136	-399.979	-500.000	-500.000	0.000	0.000	9999.000	9999.000	9999.000	9999.000	9999.000	9999.000	9999.000	9999.000	339.742	0.000	0.000	999.000	999.000	999.000	0.000	0.000
10:59:07	332.684	-13721.186	-13792.136	-399.981	-500.000	-500.000	0.000	0.000	9999.000	9999.000	9999.000	9999.000	9999.000	9999.000	9999.000	9999.000	332.684	0.000	0.000	999.000	999.000	999.000	0.000	0.000
10:59:08	325.911	-13721.186	-13792.136	-399.976	-500.000	-500.000	0.000	0.000	9999.000	9999.000	9999.000	9999.000	9999.000	9999.000	9999.000	9999.000	325.911	0.000	0.000	999.000	999.000	999.000	0.000	0.000
10:59:09	333.508	-13721.186	-13792.136	-399.979	-500.000	-500.000	0.000	0.000	9999.000	9999.000	9999.000	9999.000	9999.000	9999.000	9999.000	9999.000	333.508	0.000	0.000	999.000	999.000	999.000	0.000	0.000
10:59:10	343.916	-13721.186	-13792.136	-399.978	-500.000	-500.000	0.000	0.000	9999.000	9999.000	9999.000	9999.000	9999.000	9999.000	9999.000	9999.000	343.916	0.000	0.000	999.000	999.000	999.000	0.000	0.000
10:59:11	347.452	-13721.186	-13792.136	-399.968	-500.000	-500.000	0.000	0.000	9999.000	9999.000	9999.000	9999.000	9999.000	9999.000	9999.000	9999.000	347.452	0.000	0.000	999.000	999.000	999.000	0.000	0.000
