Time,irr1
2023-01-11 12:05:00,960.9999999999999
2023-01-11 12:05:01,961.125
2023-01-11 12:05:02,961.3749999999999
2023-01-11 12:05:03,961.7499999999999
2023-01-11 12:05:04,961.7499999999999
2023-01-11 12:05:05,961.625
2023-01-11 12:05:06,961.7499999999999
2023-01-11 12:05:07,961.7499999999999
2023-01-11 12:05:08,961.875
2023-01-11 12:05:09,961.875
2023-01-11 12:05:11,962.0
2023-01-11 12:05:12,961.875
2023-01-11 12:05:13,962.0
2023-01-11 12:05:14,962.0
2023-01-11 12:05:15,962.0
2023-01-11 12:05:16,962.0
2023-01-11 12:05:17,962.0
2023-01-11 12:05:18,962.2499999999998
2023-01-11 12:05:19,962.1249999999999
2023-01-11 12:05:20,962.1249999999999
2023-01-11 12:05:21,962.1249999999999
2023-01-11 12:05:22,962.1249999999999
2023-01-11 12:05:23,962.0
2023-01-11 12:05:25,962.2499999999998
2023-01-11 12:05:26,962.1249999999999
2023-01-11 12:05:27,962.2499999999998
2023-01-11 12:05:28,962.2499999999998
2023-01-11 12:05:29,962.375
2023-01-11 12:05:30,962.375
2023-01-11 12:05:31,962.4999999999999
2023-01-11 12:05:32,962.375
2023-01-11 12:05:33,962.4999999999999
2023-01-11 12:05:34,962.75
2023-01-11 12:05:35,962.6249999999999
2023-01-11 12:05:36,962.4999999999999
2023-01-11 12:05:37,962.4999999999999
2023-01-11 12:05:38,962.4999999999999
2023-01-11 12:05:40,962.4999999999999
2023-01-11 12:05:41,962.375
2023-01-11 12:05:42,962.1249999999999
2023-01-11 12:05:43,962.2499999999998
2023-01-11 12:05:44,962.2499999999998
2023-01-11 12:05:45,962.2499999999998
2023-01-11 12:05:46,962.375
2023-01-11 12:05:47,962.75
2023-01-11 12:05:48,962.75
2023-01-11 12:05:49,962.6249999999999
2023-01-11 12:05:50,962.4999999999999
2023-01-11 12:05:51,962.4999999999999
2023-01-11 12:05:52,962.4999999999999
2023-01-11 12:05:53,962.4999999999999
2023-01-11 12:05:55,962.2499999999998
2023-01-11 12:05:56,962.1249999999999
2023-01-11 12:05:57,962.1249999999999
2023-01-11 12:05:58,962.1249999999999
2023-01-11 12:05:59,962.1249999999999
2023-01-11 12:06:00,962.2499999999998
2023-01-11 12:06:01,962.1249999999999
2023-01-11 12:06:02,962.1249999999999
2023-01-11 12:06:03,962.2499999999998
2023-01-11 12:06:04,962.2499999999998
2023-01-11 12:06:05,962.1249999999999
2023-01-11 12:06:06,962.1249999999999
2023-01-11 12:06:07,962.0
2023-01-11 12:06:09,962.1249999999999
2023-01-11 12:06:10,961.875
2023-01-11 12:06:11,961.7499999999999
2023-01-11 12:06:12,961.7499999999999
2023-01-11 12:06:13,961.625
2023-01-11 12:06:14,961.7499999999999
2023-01-11 12:06:15,961.875
2023-01-11 12:06:16,962.1249999999999
2023-01-11 12:06:17,962.1249999999999
2023-01-11 12:06:18,962.0
2023-01-11 12:06:19,962.0
2023-01-11 12:06:20,961.875
2023-01-11 12:06:21,962.0
2023-01-11 12:06:22,962.0
2023-01-11 12:06:24,961.7499999999999
2023-01-11 12:06:25,961.875
2023-01-11 12:06:26,961.7499999999999
2023-01-11 12:06:27,961.7499999999999
2023-01-11 12:06:28,961.5
2023-01-11 12:06:29,961.5
2023-01-11 12:06:30,961.3749999999999
2023-01-11 12:06:31,961.3749999999999
2023-01-11 12:06:32,961.5
2023-01-11 12:06:33,961.2499999999999
2023-01-11 12:06:34,961.3749999999999
2023-01-11 12:06:36,961.3749999999999
2023-01-11 12:06:37,961.3749999999999
2023-01-11 12:06:39,961.3749999999999
2023-01-11 12:06:40,961.3749999999999
2023-01-11 12:06:42,961.3749999999999
2023-01-11 12:06:43,961.3749999999999
2023-01-11 12:06:45,961.3749999999999
2023-01-11 12:06:46,961.3749999999999
2023-01-11 12:06:48,961.3749999999999
2023-01-11 12:06:49,961.3749999999999
2023-01-11 12:06:51,961.3749999999999
2023-01-11 12:06:52,961.3749999999999
2023-01-11 12:06:54,961.3749999999999
2023-01-11 12:06:56,961.3749999999999
2023-01-11 12:06:57,961.3749999999999
2023-01-11 12:06:59,961.3749999999999
2023-01-11 12:07:00,961.3749999999999
2023-01-11 12:07:02,961.3749999999999
2023-01-11 12:07:03,961.3749999999999
2023-01-11 12:07:05,961.3749999999999
2023-01-11 12:07:06,961.3749999999999
2023-01-11 12:07:08,961.3749999999999
2023-01-11 12:07:09,961.3749999999999
2023-01-11 12:07:11,961.3749999999999
2023-01-11 12:07:12,961.3749999999999
2023-01-11 12:07:14,961.3749999999999
2023-01-11 12:07:15,961.3749999999999
2023-01-11 12:07:17,961.3749999999999
2023-01-11 12:07:18,961.3749999999999
2023-01-11 12:07:20,961.3749999999999
2023-01-11 12:07:21,961.3749999999999
2023-01-11 12:07:23,961.3749999999999
2023-01-11 12:07:24,961.3749999999999
2023-01-11 12:07:26,961.3749999999999
2023-01-11 12:07:27,961.3749999999999
2023-01-11 12:07:29,961.3749999999999
2023-01-11 12:07:30,961.3749999999999
2023-01-11 12:07:32,961.3749999999999
2023-01-11 12:07:33,961.3749999999999
2023-01-11 12:07:35,961.3749999999999
2023-01-11 12:07:36,961.3749999999999
2023-01-11 12:07:38,961.3749999999999
2023-01-11 12:07:39,961.3749999999999
2023-01-11 12:07:41,961.3749999999999
2023-01-11 12:07:43,961.3749999999999
2023-01-11 12:07:44,961.3749999999999
2023-01-11 12:07:46,961.3749999999999
2023-01-11 12:07:47,961.3749999999999
2023-01-11 12:07:49,961.3749999999999
2023-01-11 12:07:50,961.3749999999999
2023-01-11 12:07:52,961.3749999999999
2023-01-11 12:07:53,961.3749999999999
2023-01-11 12:07:55,961.3749999999999
2023-01-11 12:07:56,961.3749999999999
2023-01-11 12:07:58,961.3749999999999
2023-01-11 12:07:59,961.3749999999999
2023-01-11 12:08:01,961.3749999999999
2023-01-11 12:08:02,961.3749999999999
2023-01-11 12:08:04,961.3749999999999
2023-01-11 12:08:05,961.3749999999999
2023-01-11 12:08:07,961.3749999999999
2023-01-11 12:08:08,961.3749999999999
2023-01-11 12:08:10,961.3749999999999
2023-01-11 12:08:11,961.3749999999999
2023-01-11 12:08:13,961.3749999999999
2023-01-11 12:08:14,961.3749999999999
2023-01-11 12:08:16,961.3749999999999
2023-01-11 12:08:17,961.3749999999999
2023-01-11 12:08:19,961.3749999999999
2023-01-11 12:08:20,961.3749999999999
2023-01-11 12:08:22,961.3749999999999
2023-01-11 12:08:23,961.3749999999999
2023-01-11 12:08:25,961.3749999999999
2023-01-11 12:08:26,961.3749999999999
2023-01-11 12:08:28,961.3749999999999
2023-01-11 12:08:30,961.3749999999999
2023-01-11 12:08:31,961.3749999999999
2023-01-11 12:08:33,961.3749999999999
2023-01-11 12:08:34,961.3749999999999
2023-01-11 12:08:36,961.3749999999999
2023-01-11 12:08:37,961.3749999999999
2023-01-11 12:08:39,961.3749999999999
2023-01-11 12:08:40,961.3749999999999
2023-01-11 12:08:42,961.3749999999999
2023-01-11 12:08:43,961.3749999999999
2023-01-11 12:08:45,961.3749999999999
2023-01-11 12:08:46,961.3749999999999
2023-01-11 12:08:48,961.3749999999999
2023-01-11 12:08:49,961.3749999999999
2023-01-11 12:08:51,961.3749999999999
2023-01-11 12:08:52,961.3749999999999
2023-01-11 12:08:54,961.3749999999999
2023-01-11 12:08:55,961.3749999999999
2023-01-11 12:08:57,961.3749999999999
2023-01-11 12:08:58,961.3749999999999
2023-01-11 12:09:00,961.3749999999999
2023-01-11 12:09:01,961.3749999999999
2023-01-11 12:09:03,961.3749999999999
2023-01-11 12:09:04,961.3749999999999
2023-01-11 12:09:06,961.3749999999999
2023-01-11 12:09:07,961.3749999999999
2023-01-11 12:09:09,961.3749999999999
2023-01-11 12:09:10,961.3749999999999
2023-01-11 12:09:12,961.3749999999999
2023-01-11 12:09:14,961.3749999999999
2023-01-11 12:09:15,961.3749999999999
2023-01-11 12:09:17,961.3749999999999
2023-01-11 12:09:18,961.3749999999999
2023-01-11 12:09:20,961.3749999999999
2023-01-11 12:09:21,961.3749999999999
2023-01-11 12:09:23,961.3749999999999
2023-01-11 12:09:24,961.3749999999999
2023-01-11 12:09:26,961.3749999999999
2023-01-11 12:09:27,961.3749999999999
2023-01-11 12:09:29,961.3749999999999
2023-01-11 12:09:30,961.3749999999999
2023-01-11 12:09:32,961.3749999999999
2023-01-11 12:09:33,961.3749999999999
2023-01-11 12:09:35,961.3749999999999
2023-01-11 12:09:36,961.3749999999999
2023-01-11 12:09:38,961.3749999999999
2023-01-11 12:09:39,961.3749999999999
2023-01-11 12:09:41,961.3749999999999
2023-01-11 12:09:42,961.3749999999999
2023-01-11 12:09:44,961.3749999999999
2023-01-11 12:09:45,961.3749999999999
2023-01-11 12:09:47,961.3749999999999
2023-01-11 12:09:48,961.3749999999999
2023-01-11 12:09:50,961.3749999999999
2023-01-11 12:09:51,961.3749999999999
2023-01-11 12:09:53,961.3749999999999
2023-01-11 12:09:54,961.3749999999999
2023-01-11 12:09:56,961.3749999999999
2023-01-11 12:09:57,961.3749999999999
2023-01-11 12:09:59,961.3749999999999
2023-01-11 12:10:01,961.3749999999999
2023-01-11 12:10:02,961.3749999999999
2023-01-11 12:10:04,961.3749999999999
2023-01-11 12:10:05,961.3749999999999
2023-01-11 12:10:07,961.3749999999999
2023-01-11 12:10:08,961.3749999999999
2023-01-11 12:10:10,961.3749999999999
2023-01-11 12:10:11,961.3749999999999
2023-01-11 12:10:13,961.3749999999999
2023-01-11 12:10:14,961.3749999999999
2023-01-11 12:10:16,961.3749999999999
2023-01-11 12:10:17,961.3749999999999
2023-01-11 12:10:19,961.3749999999999
2023-01-11 12:10:20,961.3749999999999
2023-01-11 12:10:22,961.3749999999999
2023-01-11 12:10:23,961.3749999999999
2023-01-11 12:10:25,961.3749999999999
2023-01-11 12:10:26,961.3749999999999
2023-01-11 12:10:28,961.3749999999999
2023-01-11 12:10:29,961.3749999999999
2023-01-11 12:10:31,961.3749999999999
2023-01-11 12:10:32,961.3749999999999
2023-01-11 12:10:34,961.3749999999999
2023-01-11 12:10:35,961.3749999999999
2023-01-11 12:10:37,961.3749999999999
2023-01-11 12:10:38,961.3749999999999
2023-01-11 12:10:40,961.3749999999999
2023-01-11 12:10:41,961.3749999999999
2023-01-11 12:10:43,961.3749999999999
2023-01-11 12:10:44,961.3749999999999
2023-01-11 12:10:46,961.3749999999999
2023-01-11 12:10:47,961.3749999999999
2023-01-11 12:10:49,961.3749999999999
2023-01-11 12:10:50,961.3749999999999
2023-01-11 12:10:52,961.3749999999999
2023-01-11 12:10:54,961.3749999999999
